policy,p_event_given_no_event,p_event_given_event,risk_ratio,n00,n01,n10,n11,policy_label,threshold
all_valid,0.0032706285022202127,0.7419994824463038,226.86755219756984,747251.0,2452.0,2991.0,8602.0,all valid,
exact_record,0.0032705543402870405,0.7419994824463038,226.87269656592287,747268.0,2452.0,2991.0,8602.0,exact duplicate only,
short_interval_payload,0.0031133977683083,0.7419994824463038,238.32466573953536,785112.0,2452.0,2991.0,8602.0,short-interval repeated payload,0.9
