trial,worker,mode,sample,window,cpu,memory
0,1,satcap,20,1,0.11599999999999999,0.6919759114583334
0,1,satcap,21,1,0.04,0.6919759114583334
0,1,satcap,22,1,0.08,0.6919759114583334
0,1,satcap,23,1,0.039,0.780517578125
0,1,satcap,24,1,0.04,0.780517578125
0,1,satcap,25,1,0.08,0.780517578125
0,1,satcap,26,1,0.079,0.22998046875
0,1,satcap,27,1,0.039,0.4930013020833333
0,1,satcap,28,1,0.158,0.71435546875
0,1,satcap,29,1,0.19899999999999998,0.71435546875
0,1,satcap,30,1,0.19899999999999998,0.71435546875
0,1,satcap,31,1,0.12,0.71435546875
0,1,satcap,32,1,0.319,0.71435546875
0,1,satcap,33,1,0.239,0.71435546875
0,1,satcap,34,1,0.9570000000000001,0.71435546875
0,1,satcap,35,1,0.39899999999999997,0.71435546875
0,1,satcap,36,1,0.39899999999999997,0.71435546875
0,1,satcap,37,1,0.319,0.71435546875
0,1,satcap,38,1,0.439,0.71435546875
0,1,satcap,39,1,0.319,0.71435546875
0,1,satcap,40,2,0.316,0.71435546875
0,1,satcap,41,2,0.353,0.3143717447916667
0,1,satcap,42,2,0.315,0.2608235677083333
0,1,satcap,43,2,0.315,0.513427734375
0,1,satcap,44,2,0.159,0.513427734375
0,1,satcap,45,2,0.917,0.513427734375
0,1,satcap,46,2,0.8690000000000001,0.7451985677083334
0,1,satcap,47,2,0.718,0.7451985677083334
0,1,satcap,48,2,0.838,0.7451985677083334
0,1,satcap,49,2,0.838,0.7451985677083334
0,1,satcap,50,2,0.04,0.7451985677083334
0,1,satcap,51,2,0.04,0.7451985677083334
0,1,satcap,52,2,0.08,0.7451985677083334
0,1,satcap,53,2,0.04,0.7451985677083334
0,1,satcap,54,2,0.08,0.7451985677083334
0,1,satcap,55,2,0.04,0.7451985677083334
0,1,satcap,56,2,0.08,0.7451985677083334
0,1,satcap,57,2,0.08,0.7451985677083334
0,1,satcap,58,2,0.19899999999999998,0.7451985677083334
0,1,satcap,59,2,0.12,0.7451985677083334
0,1,satcap,60,3,0.752,0.7451985677083334
0,1,satcap,61,3,0.797,0.7451985677083334
0,1,satcap,62,3,0.239,0.7451985677083334
0,1,satcap,63,3,0.19899999999999998,0.7451985677083334
0,1,satcap,64,3,0.319,0.7451985677083334
0,1,satcap,65,3,0.359,0.7451985677083334
0,1,satcap,66,3,0.27899999999999997,0.7451985677083334
0,1,satcap,67,3,0.27899999999999997,0.7451985677083334
0,1,satcap,68,3,0.43799999999999994,0.7451985677083334
0,1,satcap,69,3,0.39799999999999996,0.7451985677083334
0,1,satcap,70,3,0.359,0.7451985677083334
0,1,satcap,71,3,0.319,0.7451985677083334
0,1,satcap,72,3,0.359,0.7451985677083334
0,1,satcap,73,3,0.9570000000000001,0.7451985677083334
0,1,satcap,74,3,0.359,0.7451985677083334
0,1,satcap,75,3,0.27899999999999997,0.7451985677083334
0,1,satcap,76,3,0.27899999999999997,0.7451985677083334
0,1,satcap,77,3,0.239,0.7451985677083334
0,1,satcap,78,3,0.08,0.7451985677083334
0,1,satcap,79,3,0.159,0.189208984375
0,3,satcap,0,0,0.316,0.24153645833333334
0,3,satcap,1,0,0.35600000000000004,0.18440755208333334
0,3,satcap,2,0,0.395,0.23307291666666666
0,3,satcap,3,0,0.39399999999999996,0.4856770833333333
0,3,satcap,4,0,0.9159999999999999,0.23307291666666666
0,3,satcap,5,0,0.937,0.4934895833333333
0,3,satcap,6,0,0.925,0.23307291666666666
0,3,satcap,7,0,0.867,0.4544270833333333
0,3,satcap,8,0,0.9179999999999999,0.4544270833333333
0,3,satcap,9,0,0.877,0.4544270833333333
0,3,satcap,10,0,0.19899999999999998,0.4544270833333333
0,3,satcap,11,0,0.19899999999999998,0.4544270833333333
0,3,satcap,12,0,0.27699999999999997,0.6080729166666666
0,3,satcap,13,0,0.19899999999999998,0.6080729166666666
0,3,satcap,14,0,0.11900000000000001,0.6080729166666666
0,3,satcap,15,0,0.11900000000000001,0.6080729166666666
0,3,satcap,16,0,0.08,0.6080729166666666
0,3,satcap,17,0,0.04,0.6080729166666666
0,3,satcap,18,0,0.079,0.6080729166666666
0,3,satcap,19,0,0.04,0.6080729166666666
0,3,satcap,20,1,0.688,0.6221516927083334
0,3,satcap,21,1,0.04,0.6898600260416666
0,3,satcap,22,1,0.04,0.6898600260416666
0,3,satcap,23,1,0.08,0.6898600260416666
0,3,satcap,24,1,0.04,0.6898600260416666
0,3,satcap,25,1,0.11900000000000001,0.6898600260416666
0,3,satcap,26,1,0.12,0.6898600260416666
0,3,satcap,27,1,0.159,0.6898600260416666
0,3,satcap,28,1,0.12,0.6898600260416666
0,3,satcap,29,1,0.239,0.6898600260416666
0,3,satcap,30,1,0.239,0.6898600260416666
0,3,satcap,31,1,0.27899999999999997,0.6898600260416666
0,3,satcap,32,1,0.27899999999999997,0.6898600260416666
0,3,satcap,33,1,0.319,0.6898600260416666
0,3,satcap,34,1,0.319,0.6898600260416666
0,3,satcap,35,1,0.359,0.6898600260416666
0,3,satcap,36,1,0.359,0.695068359375
0,3,satcap,37,1,0.39899999999999997,0.695068359375
0,3,satcap,38,1,0.27899999999999997,0.695068359375
0,3,satcap,39,1,0.39899999999999997,0.695068359375
0,3,satcap,40,2,0.395,0.695068359375
0,3,satcap,41,2,0.319,0.695068359375
0,3,satcap,42,2,0.319,0.695068359375
0,3,satcap,43,2,0.19899999999999998,0.695068359375
0,3,satcap,44,2,0.19899999999999998,0.710693359375
0,3,satcap,45,2,0.159,0.710693359375
0,3,satcap,46,2,0.19899999999999998,0.710693359375
0,3,satcap,47,2,0.04,0.710693359375
0,3,satcap,48,2,0.12,0.710693359375
0,3,satcap,49,2,0.04,0.710693359375
0,3,satcap,50,2,0.04,0.7549641927083334
0,3,satcap,51,2,0.08,0.7549641927083334
0,3,satcap,52,2,0.637,0.7549641927083334
0,3,satcap,53,2,0.12,0.7549641927083334
0,3,satcap,54,2,0.08,0.7549641927083334
0,3,satcap,55,2,0.04,0.7549641927083334
0,3,satcap,56,2,0.12,0.7549641927083334
0,3,satcap,57,2,0.08,0.7549641927083334
0,3,satcap,58,2,0.11900000000000001,0.224853515625
0,3,satcap,59,2,0.158,0.381103515625
0,3,satcap,60,3,0.23399999999999999,0.6050618489583334
0,3,satcap,61,3,0.19899999999999998,0.6050618489583334
0,3,satcap,62,3,0.359,0.6050618489583334
0,3,satcap,63,3,0.23800000000000002,0.740478515625
0,3,satcap,64,3,0.359,0.740478515625
0,3,satcap,65,3,0.9570000000000001,0.740478515625
0,3,satcap,66,3,0.917,0.740478515625
0,3,satcap,67,3,0.9570000000000001,0.740478515625
0,3,satcap,68,3,0.9359999999999999,0.20402018229166666
0,3,satcap,69,3,0.948,0.4175618489583333
0,3,satcap,70,3,0.355,0.677978515625
0,3,satcap,71,3,0.359,0.677978515625
0,3,satcap,72,3,0.319,0.677978515625
0,3,satcap,73,3,0.314,0.306396484375
0,3,satcap,74,3,0.275,0.2902018229166667
0,3,satcap,75,3,0.315,0.55322265625
0,3,satcap,76,3,0.23600000000000002,0.8292643229166666
0,3,satcap,77,3,0.19899999999999998,0.5535481770833334
0,3,satcap,78,3,0.12,0.5535481770833334
0,3,satcap,79,3,0.08,0.5535481770833334
0,0,satcap,0,0,0.11800000000000001,0.19466145833333334
0,0,satcap,1,0,0.275,0.21573893229166666
0,0,satcap,2,0,0.276,0.23600260416666666
0,0,satcap,3,0,0.315,0.231689453125
0,0,satcap,4,0,0.355,0.211669921875
0,0,satcap,5,0,0.9470000000000001,1.0
0,0,satcap,6,0,0.925,0.9808756510416666
0,0,satcap,7,0,0.877,0.9845377604166666
0,0,satcap,8,0,0.956,0.968505859375
0,0,satcap,9,0,0.9179999999999999,1.0
0,0,satcap,10,0,0.43200000000000005,0.4567057291666667
0,0,satcap,11,0,0.39799999999999996,0.21142578125
0,0,satcap,12,0,0.27699999999999997,0.3728841145833333
0,0,satcap,13,0,0.276,0.5968424479166666
0,0,satcap,14,0,0.319,0.5968424479166666
0,0,satcap,15,0,0.19899999999999998,0.5968424479166666
0,0,satcap,16,0,0.19899999999999998,0.5968424479166666
0,0,satcap,17,0,0.12,0.5968424479166666
0,0,satcap,18,0,0.16,0.5968424479166666
0,0,satcap,19,0,0.12,0.5968424479166666
0,0,satcap,20,1,0.11699999999999999,0.6109212239583334
0,0,satcap,21,1,0.08,0.6421712239583334
0,0,satcap,22,1,0.08,0.6421712239583334
0,0,satcap,23,1,0.04,0.6421712239583334
0,0,satcap,24,1,0.04,0.6421712239583334
0,0,satcap,25,1,0.08,0.6421712239583334
0,0,satcap,26,1,0.04,0.6421712239583334
0,0,satcap,27,1,0.04,0.6421712239583334
0,0,satcap,28,1,0.12,0.6421712239583334
0,0,satcap,29,1,0.11800000000000001,0.3036295572916667
0,0,satcap,30,1,0.11800000000000001,0.25048828125
0,0,satcap,31,1,0.159,0.4197591145833333
0,0,satcap,32,1,0.158,0.6515299479166666
0,0,satcap,33,1,0.239,0.6515299479166666
0,0,satcap,34,1,0.39899999999999997,0.6515299479166666
0,0,satcap,35,1,0.239,0.6515299479166666
0,0,satcap,36,1,0.319,0.6515299479166666
0,0,satcap,37,1,0.358,0.6931966145833334
0,0,satcap,38,1,0.39899999999999997,0.6931966145833334
0,0,satcap,39,1,0.358,0.6931966145833334
0,0,satcap,40,2,0.396,0.6931966145833334
0,0,satcap,41,2,0.39899999999999997,0.6931966145833334
0,0,satcap,42,2,0.319,0.6931966145833334
0,0,satcap,43,2,0.359,0.6931966145833334
0,0,satcap,44,2,0.27899999999999997,0.6931966145833334
0,0,satcap,45,2,0.27899999999999997,0.6931966145833334
0,0,satcap,46,2,0.239,0.71923828125
0,0,satcap,47,2,0.19899999999999998,0.71923828125
0,0,satcap,48,2,0.239,0.71923828125
0,0,satcap,49,2,0.08,0.71923828125
0,0,satcap,50,2,0.12,0.71923828125
0,0,satcap,51,2,0.08,0.73486328125
0,0,satcap,52,2,0.04,0.73486328125
0,0,satcap,53,2,0.04,0.73486328125
0,0,satcap,54,2,0.08,0.73486328125
0,0,satcap,55,2,0.04,0.73486328125
0,0,satcap,56,2,0.04,0.7713216145833334
0,0,satcap,57,2,0.08,0.7713216145833334
0,0,satcap,58,2,0.04,0.7713216145833334
0,0,satcap,59,2,0.08,0.7713216145833334
0,0,satcap,60,3,0.8009999999999999,0.830078125
0,0,satcap,61,3,0.768,0.7910970052083334
0,0,satcap,62,3,0.8809999999999999,0.8388671875
0,0,satcap,63,3,0.19699999999999998,0.21427408854166666
0,0,satcap,64,3,0.27699999999999997,0.4252115885416667
0,0,satcap,65,3,0.9229999999999999,1.0
0,0,satcap,66,3,0.9179999999999999,1.0
0,0,satcap,67,3,0.958,1.0
0,0,satcap,68,3,0.961,1.0
0,0,satcap,69,3,0.924,1.0
0,0,satcap,70,3,0.397,0.4265950520833333
0,0,satcap,71,3,0.278,0.5281575520833334
0,0,satcap,72,3,0.319,0.5281575520833334
