seed,policy,provisioning_delay_epochs,test_epochs,test_requests,p50_latency_ms,p95_latency_ms,p99_latency_ms,sla_violation_fraction,scale_fraction,event_coverage_fraction,missed_event_fraction,mean_epoch_p95_ms,worker_epoch_cost
20260733,snapshot,1,50,2023,4.499999999999999,33.500000000000014,45.390000000000015,0.15076618882847256,0.68,0.7647058823529411,0.16,8.993000000000002,202.0
20260733,snapshot,2,50,2023,4.999999999999999,33.000000000000014,44.890000000000015,0.18932278793870488,0.68,0.6764705882352942,0.22,10.096000000000002,202.0
20260733,satcap,0,50,2023,4.499999999999998,13.499999999999998,39.89000000000001,0.06228373702422145,0.68,0.8529411764705882,0.1,7.134000000000001,202.0
20260733,satcap,1,50,2023,4.5,16.000000000000007,37.50000000000002,0.08947108255066732,0.68,0.8235294117647058,0.12,7.545500000000001,202.0
20260733,satcap,2,50,2023,4.500000000000001,22.44999999999994,37.779999999999994,0.13445378151260504,0.68,0.7647058823529411,0.16,8.567000000000002,202.0
20260734,no_action,0,50,1911,13.999999999999998,41.00000000000002,47.50000000000003,0.5405546834118262,0.0,0.0,0.56,19.030000000000005,100.0
20260734,no_action,1,50,1911,13.999999999999998,41.00000000000002,47.50000000000003,0.5405546834118262,0.0,0.0,0.56,19.030000000000005,100.0
20260734,no_action,2,50,1911,13.999999999999998,41.00000000000002,47.50000000000003,0.5405546834118262,0.0,0.0,0.56,19.030000000000005,100.0
20260734,reactive,0,50,1911,4.5,22.500000000000007,37.50000000000002,0.12297226582940869,0.54,0.75,0.14,8.146500000000003,181.0
20260734,reactive,1,50,1911,4.999999999999999,35.75000000000002,47.50000000000003,0.21664050235478807,0.52,0.6071428571428571,0.22,10.451500000000003,178.0
20260734,reactive,2,50,1911,4.999999999999999,38.50000000000002,47.50000000000003,0.2370486656200942,0.5,0.6071428571428571,0.22,11.013000000000003,175.0
20260734,snapshot,0,50,1911,3.9999999999999982,12.500000000000002,33.45000000000006,0.05442176870748299,0.78,0.8928571428571429,0.06,6.100500000000001,217.0
20260734,snapshot,1,50,1911,3.999999999999999,25.000000000000007,39.50000000000002,0.11459968602825746,0.76,0.8214285714285714,0.1,7.408500000000001,214.0
20260734,snapshot,2,50,1911,3.999999999999999,32.250000000000014,43.00000000000002,0.13239141810570382,0.74,0.8214285714285714,0.1,7.848500000000001,211.0
20260734,satcap,0,50,1911,4.5,22.500000000000007,37.50000000000002,0.12297226582940869,0.54,0.75,0.14,8.146500000000003,181.0
20260734,satcap,1,50,1911,4.999999999999999,35.75000000000002,47.50000000000003,0.21664050235478807,0.52,0.6071428571428571,0.22,10.451500000000003,178.0
20260734,satcap,2,50,1911,4.999999999999999,38.50000000000002,47.50000000000003,0.2370486656200942,0.5,0.6071428571428571,0.22,11.013000000000003,175.0
20260735,no_action,0,50,1244,8.999999999999998,37.00000000000002,45.00000000000003,0.41639871382636656,0.0,0.0,0.46,11.504500000000004,100.0
20260735,no_action,1,50,1244,8.999999999999998,37.00000000000002,45.00000000000003,0.41639871382636656,0.0,0.0,0.46,11.504500000000004,100.0
20260735,no_action,2,50,1244,8.999999999999998,37.00000000000002,45.00000000000003,0.41639871382636656,0.0,0.0,0.46,11.504500000000004,100.0
20260735,reactive,0,50,1244,3.0,31.34999999999992,44.28499999999999,0.12861736334405144,0.48,0.6521739130434783,0.16,5.708500000000002,172.0
20260735,reactive,1,50,1244,3.9999999999999982,30.424999999999965,39.28499999999999,0.2162379421221865,0.48,0.5217391304347826,0.22,7.1640000000000015,172.0
20260735,reactive,2,50,1244,4.500000000000001,32.500000000000014,41.78499999999999,0.2508038585209003,0.48,0.4782608695652174,0.24,7.862500000000002,172.0
20260735,snapshot,0,50,1244,6.499999999999999,34.000000000000014,44.50000000000003,0.3247588424437299,0.14,0.17391304347826086,0.38,9.770000000000003,121.0
20260735,snapshot,1,50,1244,6.5,37.00000000000002,45.00000000000003,0.3545016077170418,0.14,0.17391304347826086,0.38,10.278500000000001,121.0
20260735,snapshot,2,50,1244,6.499999999999999,37.00000000000002,45.00000000000003,0.33360128617363344,0.16,0.13043478260869565,0.4,10.059000000000003,124.0
20260735,satcap,0,50,1244,7.499999999999998,32.500000000000014,40.78499999999999,0.33038585209003213,0.12,0.08695652173913043,0.42,10.14,118.0
20260735,satcap,1,50,1244,5.999999999999999,34.000000000000014,44.28499999999999,0.27491961414790994,0.14,0.17391304347826086,0.38,9.312500000000004,121.0
20260735,satcap,2,50,1244,6.499999999999998,35.34999999999992,45.00000000000003,0.30385852090032156,0.14,0.21739130434782608,0.36,9.662500000000003,121.0
20260736,no_action,0,50,2592,17.5,44.00000000000003,52.000000000000036,0.6257716049382716,0.0,0.0,0.86,27.880500000000016,100.0
20260736,no_action,1,50,2592,17.5,44.00000000000003,52.000000000000036,0.6257716049382716,0.0,0.0,0.86,27.880500000000016,100.0
20260736,no_action,2,50,2592,17.5,44.00000000000003,52.000000000000036,0.6257716049382716,0.0,0.0,0.86,27.880500000000016,100.0
20260736,reactive,0,50,2592,4.999999999999998,12.500000000000002,16.000000000000004,0.062114197530864196,0.88,0.9302325581395349,0.06,7.671500000000001,232.0
20260736,reactive,1,50,2592,4.999999999999998,13.500000000000002,19.00000000000001,0.07561728395061729,0.9,0.9534883720930233,0.04,7.980000000000001,235.0
20260736,reactive,2,50,2592,4.999999999999999,15.22499999999991,37.00000000000002,0.09490740740740741,0.9,0.9069767441860465,0.08,8.730500000000003,235.0
20260736,snapshot,0,50,2592,5.499999999999998,14.000000000000004,22.54500000000008,0.08873456790123457,0.76,0.813953488372093,0.16,9.106500000000002,214.0
20260736,snapshot,1,50,2592,5.0,13.724999999999913,19.00000000000001,0.07908950617283951,0.78,0.8837209302325582,0.1,8.6095,217.0
20260736,snapshot,2,50,2592,5.499999999999998,15.500000000000004,37.00000000000002,0.09722222222222222,0.8,0.8372093023255814,0.14,9.274500000000002,220.0
20260736,satcap,0,50,2592,4.999999999999998,12.500000000000002,16.000000000000004,0.062114197530864196,0.88,0.9302325581395349,0.06,7.671500000000001,232.0
20260736,satcap,1,50,2592,4.999999999999998,13.500000000000002,19.00000000000001,0.07561728395061729,0.9,0.9534883720930233,0.04,7.980000000000001,235.0
20260736,satcap,2,50,2592,4.999999999999999,15.22499999999991,37.00000000000002,0.09490740740740741,0.9,0.9069767441860465,0.08,8.730500000000003,235.0
20260737,no_action,0,50,1750,12.999999999999998,39.00000000000002,49.51000000000002,0.5148571428571429,0.0,0.0,0.54,17.146000000000004,100.0
20260737,no_action,1,50,1750,12.999999999999998,39.00000000000002,49.51000000000002,0.5148571428571429,0.0,0.0,0.54,17.146000000000004,100.0
20260737,no_action,2,50,1750,12.999999999999998,39.00000000000002,49.51000000000002,0.5148571428571429,0.0,0.0,0.54,17.146000000000004,100.0
20260737,reactive,0,50,1750,4.0,20.274999999999984,39.25500000000002,0.10571428571428572,0.54,0.8148148148148148,0.1,6.892000000000001,181.0
20260737,reactive,1,50,1750,4.500000000000001,24.000000000000007,43.50000000000002,0.1422857142857143,0.52,0.7037037037037037,0.16,7.926500000000002,178.0
20260737,reactive,2,50,1750,4.5,24.774999999999984,43.50000000000002,0.14742857142857144,0.52,0.6666666666666666,0.18,8.004500000000002,178.0
20260737,snapshot,0,50,1750,3.9999999999999964,12.500000000000002,21.01,0.053142857142857144,0.76,0.9259259259259259,0.04,5.3375,214.0
20260737,snapshot,1,50,1750,3.999999999999999,17.049999999999955,43.50000000000002,0.08685714285714285,0.76,0.8518518518518519,0.08,6.242,214.0
20260737,snapshot,2,50,1750,4.499999999999999,18.500000000000007,29.500000000000014,0.11771428571428572,0.74,0.7407407407407407,0.14,6.866500000000001,211.0
20260737,satcap,0,50,1750,4.0,20.274999999999984,39.25500000000002,0.10571428571428572,0.54,0.8148148148148148,0.1,6.892000000000001,181.0
20260737,satcap,1,50,1750,4.500000000000001,24.000000000000007,43.50000000000002,0.1422857142857143,0.52,0.7037037037037037,0.16,7.926500000000002,178.0
20260737,satcap,2,50,1750,4.5,24.774999999999984,43.50000000000002,0.14742857142857144,0.52,0.6666666666666666,0.18,8.004500000000002,178.0
20260738,no_action,0,50,2115,15.5,40.50000000000002,46.00000000000003,0.5711583924349882,0.0,0.0,0.64,21.69200000000001,100.0
20260738,no_action,1,50,2115,15.5,40.50000000000002,46.00000000000003,0.5711583924349882,0.0,0.0,0.64,21.69200000000001,100.0
20260738,no_action,2,50,2115,15.5,40.50000000000002,46.00000000000003,0.5711583924349882,0.0,0.0,0.64,21.69200000000001,100.0
20260738,reactive,0,50,2115,5.0,22.500000000000007,36.00000000000002,0.11205673758865248,0.62,0.75,0.16,8.904000000000002,193.0
20260738,reactive,1,50,2115,5.5,33.000000000000014,41.50000000000002,0.20709219858156028,0.6,0.65625,0.22,11.178500000000003,190.0
20260738,reactive,2,50,2115,5.499999999999999,37.00000000000002,46.00000000000003,0.20756501182033096,0.6,0.71875,0.18,11.387500000000001,190.0
20260738,snapshot,0,50,2115,4.999999999999999,28.149999999999988,41.00000000000002,0.13049645390070921,0.64,0.78125,0.14,9.162500000000001,196.0
20260738,snapshot,1,50,2115,5.499999999999999,35.64999999999999,46.00000000000003,0.20236406619385341,0.62,0.65625,0.22,11.313500000000001,193.0
20260738,snapshot,2,50,2115,5.499999999999999,35.000000000000014,43.00000000000002,0.20851063829787234,0.62,0.71875,0.18,11.164,193.0
20260738,satcap,0,50,2115,5.0,22.500000000000007,36.00000000000002,0.11205673758865248,0.62,0.75,0.16,8.904000000000002,193.0
20260738,satcap,1,50,2115,5.5,33.000000000000014,41.50000000000002,0.20709219858156028,0.6,0.65625,0.22,11.178500000000003,190.0
20260738,satcap,2,50,2115,5.499999999999999,37.00000000000002,46.00000000000003,0.20756501182033096,0.6,0.71875,0.18,11.387500000000001,190.0
20260739,no_action,0,50,1665,12.999999999999998,41.9,50.00000000000003,0.5153153153153153,0.0,0.0,0.58,16.395500000000006,100.0
20260739,no_action,1,50,1665,12.999999999999998,41.9,50.00000000000003,0.5153153153153153,0.0,0.0,0.58,16.395500000000006,100.0
20260739,no_action,2,50,1665,12.999999999999998,41.9,50.00000000000003,0.5153153153153153,0.0,0.0,0.58,16.395500000000006,100.0
20260739,reactive,0,50,1665,4.499999999999999,21.39999999999998,43.00000000000002,0.12192192192192192,0.56,0.6896551724137931,0.18,7.3245000000000005,184.0
20260739,reactive,1,50,1665,4.499999999999999,19.500000000000004,32.539999999999864,0.12072072072072072,0.54,0.6551724137931034,0.2,7.295000000000001,181.0
20260739,reactive,2,50,1665,4.5,32.500000000000014,47.00000000000003,0.17777777777777778,0.54,0.6551724137931034,0.2,8.484000000000002,181.0
20260739,snapshot,0,50,1665,3.4999999999999996,11.500000000000004,14.000000000000004,0.036036036036036036,0.8,0.9310344827586207,0.04,4.8865,220.0
20260739,snapshot,1,50,1665,3.4999999999999996,11.500000000000004,14.000000000000004,0.036036036036036036,0.78,0.896551724137931,0.06,5.106499999999999,217.0
20260739,snapshot,2,50,1665,3.4999999999999996,12.0,14.500000000000005,0.04624624624624624,0.78,0.8620689655172413,0.08,5.172500000000001,217.0
20260739,satcap,0,50,1665,4.499999999999999,21.39999999999998,43.00000000000002,0.12192192192192192,0.56,0.6896551724137931,0.18,7.3245000000000005,184.0
20260739,satcap,1,50,1665,4.499999999999999,19.500000000000004,32.539999999999864,0.12072072072072072,0.54,0.6551724137931034,0.2,7.295000000000001,181.0
20260739,satcap,2,50,1665,4.5,32.500000000000014,47.00000000000003,0.17777777777777778,0.54,0.6551724137931034,0.2,8.484000000000002,181.0
20260740,no_action,0,50,1286,9.499999999999998,38.00000000000002,46.00000000000003,0.4097978227060653,0.0,0.0,0.54,12.045000000000005,100.0
20260740,no_action,1,50,1286,9.499999999999998,38.00000000000002,46.00000000000003,0.4097978227060653,0.0,0.0,0.54,12.045000000000005,100.0
20260740,no_action,2,50,1286,9.499999999999998,38.00000000000002,46.00000000000003,0.4097978227060653,0.0,0.0,0.54,12.045000000000005,100.0
20260740,reactive,0,50,1286,2.5000000000000004,12.0,25.075000000000056,0.049766718506998445,0.52,0.7037037037037037,0.16,4.6915000000000004,178.0
20260740,reactive,1,50,1286,3.0,12.875,22.500000000000007,0.056765163297045104,0.52,0.7037037037037037,0.16,5.0085000000000015,178.0
20260740,reactive,2,50,1286,2.999999999999999,26.00000000000001,44.65000000000012,0.12130637636080871,0.5,0.6666666666666666,0.18,5.885000000000001,175.0
20260740,snapshot,0,50,1286,2.999999999999999,29.500000000000014,44.65000000000012,0.12986003110419908,0.46,0.6666666666666666,0.18,5.9910000000000005,169.0
20260740,snapshot,1,50,1286,3.0,26.00000000000001,39.00000000000002,0.12752721617418353,0.46,0.6296296296296297,0.2,6.099000000000001,169.0
20260740,snapshot,2,50,1286,3.4999999999999987,23.375000000000007,36.22500000000015,0.13374805598755832,0.44,0.5925925925925926,0.22,6.296000000000001,166.0
20260740,satcap,0,50,1286,2.5000000000000004,12.0,25.075000000000056,0.049766718506998445,0.52,0.7037037037037037,0.16,4.6915000000000004,178.0
20260740,satcap,1,50,1286,3.0,12.875,22.500000000000007,0.056765163297045104,0.52,0.7037037037037037,0.16,5.0085000000000015,178.0
20260740,satcap,2,50,1286,2.999999999999999,26.00000000000001,44.65000000000012,0.12130637636080871,0.5,0.6666666666666666,0.18,5.885000000000001,175.0
20260741,no_action,0,50,1635,11.499999999999998,37.00000000000002,42.16000000000011,0.4776758409785933,0.0,0.0,0.52,15.499500000000008,100.0
20260741,no_action,1,50,1635,11.499999999999998,37.00000000000002,42.16000000000011,0.4776758409785933,0.0,0.0,0.52,15.499500000000008,100.0
20260741,no_action,2,50,1635,11.499999999999998,37.00000000000002,42.16000000000011,0.4776758409785933,0.0,0.0,0.52,15.499500000000008,100.0
20260741,reactive,0,50,1635,3.9999999999999982,20.500000000000004,38.83000000000006,0.08685015290519878,0.5,0.6923076923076923,0.16,6.7865,175.0
20260741,reactive,1,50,1635,4.499999999999999,28.50000000000001,40.6600000000001,0.14984709480122324,0.48,0.5769230769230769,0.22,8.065500000000002,172.0
20260741,reactive,2,50,1635,4.5,24.000000000000007,39.50000000000002,0.1382262996941896,0.48,0.6153846153846154,0.2,8.041000000000002,172.0
20260741,snapshot,0,50,1635,3.0,10.499999999999998,17.000000000000007,0.03058103975535168,0.76,0.8846153846153846,0.06,4.867000000000001,214.0
20260741,snapshot,1,50,1635,3.0,12.000000000000002,29.830000000000055,0.05137614678899083,0.76,0.8461538461538461,0.08,5.36,214.0
20260741,snapshot,2,50,1635,3.4999999999999996,13.499999999999998,33.49000000000014,0.0617737003058104,0.74,0.7692307692307693,0.12,5.86,211.0
20260741,satcap,0,50,1635,3.9999999999999982,20.500000000000004,38.83000000000006,0.08685015290519878,0.5,0.6923076923076923,0.16,6.7865,175.0
20260741,satcap,1,50,1635,4.499999999999999,28.50000000000001,40.6600000000001,0.14984709480122324,0.48,0.5769230769230769,0.22,8.065500000000002,172.0
20260741,satcap,2,50,1635,4.5,24.000000000000007,39.50000000000002,0.1382262996941896,0.48,0.6153846153846154,0.2,8.041000000000002,172.0
20260742,no_action,0,50,1198,5.999999999999999,34.000000000000014,47.515000000000015,0.29632721202003337,0.0,0.0,0.46,9.919000000000002,100.0
20260742,no_action,1,50,1198,5.999999999999999,34.000000000000014,47.515000000000015,0.29632721202003337,0.0,0.0,0.46,9.919000000000002,100.0
20260742,no_action,2,50,1198,5.999999999999999,34.000000000000014,47.515000000000015,0.29632721202003337,0.0,0.0,0.46,9.919000000000002,100.0
20260742,reactive,0,50,1198,2.5000000000000004,26.00000000000001,40.51500000000001,0.15943238731218698,0.48,0.5217391304347826,0.22,6.234,172.0
20260742,reactive,1,50,1198,3.0,32.074999999999946,47.515000000000015,0.17111853088480802,0.48,0.43478260869565216,0.26,6.731500000000001,172.0
20260742,reactive,2,50,1198,3.0,19.000000000000007,29.544999999999973,0.1285475792988314,0.5,0.5217391304347826,0.22,5.977000000000001,175.0
