seed,policy,provisioning_delay_epochs,test_epochs,test_requests,p50_latency_ms,p95_latency_ms,p99_latency_ms,sla_violation_fraction,scale_fraction,event_coverage_fraction,missed_event_fraction,mean_epoch_p95_ms,worker_epoch_cost
20260727,no_action,0,50,2007,15.0,42.00000000000002,50.50000000000003,0.5690084703537618,0.0,0.0,0.62,20.59350000000001,100.0
20260727,no_action,1,50,2007,15.0,42.00000000000002,50.50000000000003,0.5690084703537618,0.0,0.0,0.62,20.59350000000001,100.0
20260727,no_action,2,50,2007,15.0,42.00000000000002,50.50000000000003,0.5690084703537618,0.0,0.0,0.62,20.59350000000001,100.0
20260727,reactive,0,50,2007,4.499999999999997,23.349999999999916,38.00000000000002,0.11609367214748381,0.62,0.8387096774193549,0.1,7.812000000000002,193.0
20260727,reactive,1,50,2007,4.500000000000001,30.000000000000014,41.50000000000002,0.15296462381664175,0.62,0.8064516129032258,0.12,8.823000000000002,193.0
20260727,reactive,2,50,2007,4.999999999999998,38.00000000000002,50.00000000000003,0.2057797708021923,0.6,0.7096774193548387,0.18,10.262000000000002,190.0
20260727,snapshot,0,50,2007,4.499999999999999,23.50000000000001,39.00000000000002,0.12954658694569007,0.7,0.8387096774193549,0.1,7.868000000000004,205.0
20260727,snapshot,1,50,2007,4.499999999999999,19.000000000000007,36.50000000000002,0.11509715994020926,0.7,0.8387096774193549,0.1,7.661000000000002,205.0
20260727,snapshot,2,50,2007,4.499999999999999,25.000000000000007,40.97000000000005,0.12306925759840558,0.7,0.8709677419354839,0.08,8.000000000000002,205.0
20260727,satcap,0,50,2007,4.499999999999997,23.349999999999916,38.00000000000002,0.11609367214748381,0.62,0.8387096774193549,0.1,7.812000000000002,193.0
20260727,satcap,1,50,2007,4.500000000000001,30.000000000000014,41.50000000000002,0.15296462381664175,0.62,0.8064516129032258,0.12,8.823000000000002,193.0
20260727,satcap,2,50,2007,4.999999999999998,38.00000000000002,50.00000000000003,0.2057797708021923,0.6,0.7096774193548387,0.18,10.262000000000002,190.0
20260728,no_action,0,50,1008,5.999999999999999,32.500000000000014,44.464999999999996,0.33630952380952384,0.0,0.0,0.32,8.587500000000004,100.0
20260728,no_action,1,50,1008,5.999999999999999,32.500000000000014,44.464999999999996,0.33630952380952384,0.0,0.0,0.32,8.587500000000004,100.0
20260728,no_action,2,50,1008,5.999999999999999,32.500000000000014,44.464999999999996,0.33630952380952384,0.0,0.0,0.32,8.587500000000004,100.0
20260728,reactive,0,50,1008,3.0,11.500000000000004,19.500000000000007,0.047619047619047616,0.3,0.5625,0.14,4.4615,145.0
20260728,reactive,1,50,1008,2.999999999999999,25.00000000000001,40.894999999999946,0.12400793650793651,0.3,0.625,0.12,5.0815,145.0
20260728,reactive,2,50,1008,3.0,32.500000000000014,44.464999999999996,0.1884920634920635,0.3,0.4375,0.18,6.075500000000001,145.0
20260728,snapshot,0,50,1008,2.4999999999999987,16.474999999999966,40.894999999999946,0.0625,0.4,0.75,0.08,4.098,160.0
20260728,snapshot,1,50,1008,2.5000000000000004,24.500000000000007,40.894999999999946,0.12301587301587301,0.4,0.75,0.08,4.908000000000001,160.0
20260728,snapshot,2,50,1008,3.4999999999999996,27.00000000000001,40.894999999999946,0.16071428571428573,0.4,0.4375,0.18,5.78,160.0
20260728,satcap,0,50,1008,3.0,11.500000000000004,19.500000000000007,0.047619047619047616,0.3,0.5625,0.14,4.4615,145.0
20260728,satcap,1,50,1008,2.999999999999999,25.00000000000001,40.894999999999946,0.12400793650793651,0.3,0.625,0.12,5.0815,145.0
20260728,satcap,2,50,1008,3.0,32.500000000000014,44.464999999999996,0.1884920634920635,0.3,0.4375,0.18,6.075500000000001,145.0
20260729,no_action,0,50,1590,11.999999999999996,40.775,52.000000000000036,0.49245283018867925,0.0,0.0,0.56,15.450500000000003,100.0
20260729,no_action,1,50,1590,11.999999999999996,40.775,52.000000000000036,0.49245283018867925,0.0,0.0,0.56,15.450500000000003,100.0
20260729,no_action,2,50,1590,11.999999999999996,40.775,52.000000000000036,0.49245283018867925,0.0,0.0,0.56,15.450500000000003,100.0
20260729,reactive,0,50,1590,3.5000000000000004,14.000000000000005,34.000000000000014,0.07484276729559748,0.54,0.75,0.14,5.764000000000002,181.0
20260729,reactive,1,50,1590,3.999999999999999,22.000000000000007,37.55499999999997,0.12327044025157233,0.56,0.6785714285714286,0.18,6.694000000000001,184.0
20260729,reactive,2,50,1590,4.5,20.500000000000007,34.000000000000014,0.13522012578616352,0.58,0.6428571428571429,0.2,7.142500000000001,187.0
20260729,snapshot,0,50,1590,3.4999999999999987,14.500000000000002,46.05499999999998,0.06792452830188679,0.74,0.8571428571428571,0.08,5.419500000000001,211.0
20260729,snapshot,1,50,1590,3.4999999999999996,18.500000000000007,48.55499999999998,0.09056603773584905,0.76,0.8214285714285714,0.1,5.771500000000001,214.0
20260729,snapshot,2,50,1590,4.0,20.500000000000007,33.554999999999964,0.13333333333333333,0.76,0.75,0.14,6.599500000000001,214.0
20260729,satcap,0,50,1590,3.5000000000000004,23.274999999999988,46.05499999999998,0.11132075471698114,0.82,0.8571428571428571,0.08,6.211000000000001,223.0
20260729,satcap,1,50,1590,3.5000000000000004,29.274999999999988,48.55499999999998,0.14528301886792452,0.8,0.8214285714285714,0.1,6.707000000000002,220.0
20260729,satcap,2,50,1590,3.4999999999999996,29.00000000000001,38.50000000000002,0.17735849056603772,0.8,0.7857142857142857,0.12,6.917000000000003,220.0
20260730,no_action,0,50,1679,10.499999999999996,36.00000000000002,43.22000000000005,0.44371649791542583,0.0,0.0,0.62,15.706500000000005,100.0
20260730,no_action,1,50,1679,10.499999999999996,36.00000000000002,43.22000000000005,0.44371649791542583,0.0,0.0,0.62,15.706500000000005,100.0
20260730,no_action,2,50,1679,10.499999999999996,36.00000000000002,43.22000000000005,0.44371649791542583,0.0,0.0,0.62,15.706500000000005,100.0
20260730,reactive,0,50,1679,3.499999999999998,12.500000000000002,29.110000000000024,0.05539011316259678,0.62,0.8387096774193549,0.1,5.934500000000001,193.0
20260730,reactive,1,50,1679,3.4999999999999996,25.04999999999996,36.61000000000003,0.11137581893984515,0.62,0.7096774193548387,0.18,7.208,193.0
20260730,reactive,2,50,1679,3.9999999999999982,25.000000000000007,36.11000000000003,0.1346039309112567,0.62,0.7096774193548387,0.18,7.687500000000001,193.0
20260730,snapshot,0,50,1679,3.4999999999999996,17.5,30.000000000000014,0.07921381774865992,0.72,0.7419354838709677,0.16,6.3625,208.0
20260730,snapshot,1,50,1679,3.4999999999999996,27.50000000000001,37.00000000000002,0.13639070875521145,0.72,0.7096774193548387,0.18,7.309500000000001,208.0
20260730,snapshot,2,50,1679,3.9999999999999982,25.000000000000007,36.11000000000003,0.1429422275163788,0.7,0.7096774193548387,0.18,7.711500000000001,205.0
20260730,satcap,0,50,1679,3.499999999999998,12.500000000000002,29.110000000000024,0.05539011316259678,0.62,0.8387096774193549,0.1,5.934500000000001,193.0
20260730,satcap,1,50,1679,3.4999999999999996,25.04999999999996,36.61000000000003,0.11137581893984515,0.62,0.7096774193548387,0.18,7.208,193.0
20260730,satcap,2,50,1679,3.9999999999999982,25.000000000000007,36.11000000000003,0.1346039309112567,0.62,0.7096774193548387,0.18,7.687500000000001,193.0
20260731,no_action,0,50,1406,8.999999999999998,37.00000000000002,44.50000000000003,0.3755334281650071,0.0,0.0,0.54,12.873500000000003,100.0
20260731,no_action,1,50,1406,8.999999999999998,37.00000000000002,44.50000000000003,0.3755334281650071,0.0,0.0,0.54,12.873500000000003,100.0
20260731,no_action,2,50,1406,8.999999999999998,37.00000000000002,44.50000000000003,0.3755334281650071,0.0,0.0,0.54,12.873500000000003,100.0
20260731,reactive,0,50,1406,2.999999999999999,12.500000000000002,23.97500000000003,0.0561877667140825,0.54,0.8148148148148148,0.1,5.133500000000001,181.0
20260731,reactive,1,50,1406,2.999999999999999,19.625000000000004,39.00000000000002,0.08108108108108109,0.52,0.7407407407407407,0.14,5.766000000000001,178.0
20260731,reactive,2,50,1406,3.0,23.500000000000007,35.000000000000014,0.11735419630156473,0.52,0.6666666666666666,0.18,6.394500000000001,178.0
20260731,snapshot,0,50,1406,2.4999999999999987,10.499999999999998,13.000000000000002,0.017069701280227598,0.76,0.8888888888888888,0.06,4.010000000000001,214.0
20260731,snapshot,1,50,1406,2.4999999999999987,11.500000000000004,23.97500000000003,0.04480796586059744,0.76,0.9259259259259259,0.04,4.471,214.0
20260731,snapshot,2,50,1406,2.999999999999999,12.500000000000002,23.97500000000003,0.0561877667140825,0.76,0.8148148148148148,0.1,5.0535000000000005,214.0
20260731,satcap,0,50,1406,2.999999999999999,12.500000000000002,23.97500000000003,0.0561877667140825,0.54,0.8148148148148148,0.1,5.133500000000001,181.0
20260731,satcap,1,50,1406,2.999999999999999,19.625000000000004,39.00000000000002,0.08108108108108109,0.52,0.7407407407407407,0.14,5.766000000000001,178.0
20260731,satcap,2,50,1406,3.0,23.500000000000007,35.000000000000014,0.11735419630156473,0.52,0.6666666666666666,0.18,6.394500000000001,178.0
20260732,no_action,0,50,2029,13.499999999999998,40.50000000000002,46.00000000000003,0.5337604731394776,0.0,0.0,0.66,20.51500000000001,100.0
20260732,no_action,1,50,2029,13.499999999999998,40.50000000000002,46.00000000000003,0.5337604731394776,0.0,0.0,0.66,20.51500000000001,100.0
20260732,no_action,2,50,2029,13.499999999999998,40.50000000000002,46.00000000000003,0.5337604731394776,0.0,0.0,0.66,20.51500000000001,100.0
20260732,reactive,0,50,2029,4.999999999999998,21.000000000000004,36.36000000000003,0.11335633316904879,0.66,0.7575757575757576,0.16,8.398000000000003,199.0
20260732,reactive,1,50,2029,5.0,32.000000000000014,42.72000000000005,0.19517003449975356,0.66,0.696969696969697,0.2,10.248000000000003,199.0
20260732,reactive,2,50,2029,6.499999999999997,34.500000000000014,43.50000000000002,0.24248398225726958,0.66,0.5757575757575758,0.28,11.648000000000001,199.0
20260732,snapshot,0,50,2029,4.999999999999999,27.29999999999996,40.00000000000002,0.14046328240512568,0.6,0.696969696969697,0.2,9.169000000000002,190.0
20260732,snapshot,1,50,2029,5.499999999999998,35.000000000000014,44.360000000000035,0.21291276490882208,0.6,0.6666666666666666,0.22,10.854500000000003,190.0
20260732,snapshot,2,50,2029,5.999999999999999,36.00000000000002,44.50000000000003,0.259733859043864,0.6,0.5454545454545454,0.3,12.081000000000003,190.0
20260732,satcap,0,50,2029,4.999999999999998,21.000000000000004,36.36000000000003,0.11335633316904879,0.66,0.7575757575757576,0.16,8.398000000000003,199.0
20260732,satcap,1,50,2029,5.0,32.000000000000014,42.72000000000005,0.19517003449975356,0.66,0.696969696969697,0.2,10.248000000000003,199.0
20260732,satcap,2,50,2029,6.499999999999997,34.500000000000014,43.50000000000002,0.24248398225726958,0.66,0.5757575757575758,0.28,11.648000000000001,199.0
20260733,no_action,0,50,2023,13.999999999999998,41.50000000000002,47.50000000000003,0.5496786950074147,0.0,0.0,0.68,20.372500000000006,100.0
20260733,no_action,1,50,2023,13.999999999999998,41.50000000000002,47.50000000000003,0.5496786950074147,0.0,0.0,0.68,20.372500000000006,100.0
20260733,no_action,2,50,2023,13.999999999999998,41.50000000000002,47.50000000000003,0.5496786950074147,0.0,0.0,0.68,20.372500000000006,100.0
20260733,reactive,0,50,2023,4.499999999999998,13.499999999999998,39.89000000000001,0.06228373702422145,0.68,0.8529411764705882,0.1,7.134000000000001,202.0
20260733,reactive,1,50,2023,4.5,16.000000000000007,37.50000000000002,0.08947108255066732,0.68,0.8235294117647058,0.12,7.545500000000001,202.0
20260733,reactive,2,50,2023,4.500000000000001,22.44999999999994,37.779999999999994,0.13445378151260504,0.68,0.7647058823529411,0.16,8.567000000000002,202.0
20260733,snapshot,0,50,2023,4.499999999999998,22.949999999999942,39.89000000000001,0.10479485912011864,0.68,0.7941176470588235,0.14,7.899000000000002,202.0
