relative_error,threshold,windows,true_event_windows,sketch_flagged_windows,event_recall,event_precision,false_positive_windows,false_negative_windows,median_nonempty_bins,p95_nonempty_bins
0.01,0.9,774759,13193,12982,0.984006670203896,1.0,0,211,4.0,10.0
